text,ann,mask_ann
"The optimized vibrational frequency and (1H and 13C) NMR obtained by B3LYP/cc-pvdz/6-311 + G (d, p) showed good agreement with experimental FT-IR and NMR data.",6,1
Please kindly refer the following revisions: 1) The original Section 3.1.,0,0
— Done -,0,0
A brief conclusion section has now been added.,1,1
Most lived with their parents (61%) and reported being only attracted to the other sex (80%).,0,0
"Discussion regarding this possibility has been inserted in the revised manuscript (Page 9, lines 300-307).",1,1
"Please check especially the conclusion, this is hardly readable.",0,0
Consider using higher contrast colours or thicker lines to highlight different faults on the map.,0,0
"Nevertheless, results are well elaborated.",2,1
"Furthermore, this suggestion goes beyond the scope of the present paper, which focuses on associations between language biases tied to individual and structural dimensions of obesity and changes in public health policy rather than associations between language biases and changes in mental disorder prevalence.",1,1
"Specific comments: When the samples are grouped, it is generally carried out according to 7:3 or 3:1 or a certain ratio.",0,0
I hope this clarifies this aspect.,1,1
Response 1: We thank the reviewer for this question.,0,0
Author Response Thank you very much for the positive comments 1-,0,0
All the corrections are highlighted in red.,1,1
About 73.2% of respondents agree that the workers of the companies under investigation are satisfied with their work capacity (GH3-Q10) and relationships (GH4-Q11).,0,0
Maybe life did not begin with hydrothermal vents.,0,0
I have included all your suggested changes together with a major spellcheck.,2,1
There is not adequate information regarding quality control of the chemical analyses.,2,1
The authors are strongly advised to change from e.g.,2,1
The proposed load scheduling algorithm is developed with the help of Kmean clustering and linear integer programming.,0,0
Please explain the relationship between the variables.,2,1
"As far as we can tell, the phi_Q term is not related directly to the spreading of the wave-packet.",1,1
What is the reason for using different amounts of supernatant with cytolysins depending on its source or the type of cell line it is tested against in figures 2 and 3?,2,1
Line 260.,0,0
"To address this comment, we added supporting arguments disseminated across the text (particularly in lines 348-361, lines 421-428, etc).",1,1
You report that an automatic approach was used to check all the papers.,2,1
Response 7: Thank you very much for your kind reminder.,0,0
The captation has been changed to “Characteristics of the study cohort.,1,1
We hope for a positive decision regarding the publication of this article in this journal.,0,0
Recent fault activity was identified using a combination of sub-surface imaging and comparison of fault orientations and surface drainage networks.,0,0
We also articulated theoretical assumptions and added a comprehensive discussion of the observed phenomena.,1,1
Samples of the feedwater and effluent from three systems were taken simultaneously and measured once.,2,1
Point 5: Conclusion: Make it as one or two paragraphs.,0,0
The drainage network was extracted automatically.,0,0
The entire first paragraph of Discussion repeats what has already been written in earlier chapters (line 372-379).,2,1
"The slower kinetics of the autophagy-apoptosis path in the Huh-7D12 cells, as seen from the elevation of LC3 after as much as 48 hours (Figure 2c and d), prevented from detecting such changes in the levels of these markers in this cell line (Figure S1).” And in the discussion part “Kinetic examination in the HepG2 cells revealed elevation in autophagy levels as early as 6 hours of TTFields or sorafenib treatment, which diminished and were replaced with ER stress and apoptosis for 48 hours of treatment.",0,0
Cover letter to Journal ‘Sustainability’ Special Issue: Environmental Policy and Governance: Evolutionary Perspectives Subject: Point by point response to editor’s and reviewers’ comments Date: 1 February 2022 Manuscript ID: sustainability-1512113 Manuscript title: Transition policy after corona: The importance of a Natural Social Contract and co-evolutionary governance No.,0,0
(5),0,0
Line 320 -Also descript the study location in the method section Answer: Thank you for your suggestions.,2,1
My comments on this paper are:,0,0
What were the device settings?,2,1
Answer:,0,0
Response:,0,0
The minor issues were fixed.,2,1
We hope now we can give a clearer explanation about the motivation of this study.,1,1
(b) In the model that describes the potential activity of the junctional pores (How myxobacteria glide.,2,1
My suggestion is to offer a better background for these results by trying to answer two main questions: 1),2,1
A reference taxonomy is alwys needed.,1,1
"The author uses “stakeholder-controlled firm”, “third sector organizations”, “nonprofit organizations”, “social enterprise”, and “co-operative” without clearly defining these types and mentioning which nonprofit type is actually the focus of the study.",0,0
"Figure 1 must was lost from the last document, and we are so sorry for this.",1,1
In line 318 “We” must be lowercase.,2,1
BGS validated our observations on morphological similarity.,1,1
References are not written in the standard journal format.,2,1
"Although the differences in handedness would not profoundly affect the overall results, can the author check if there were significant differences in stimulation intensity (AMT and RMT) in right and left-handed participants?",2,1
For example there must be ways of making nucleotides from scratch.,0,0
(2),0,0
How many were there that fit in this category?,2,1
Progression of Visual Field Loss and Body Mass Index in Normal Tension Glaucoma.,0,0
The findings are summarized in Table 4 (columns 3 and 4).,0,0
"Therefore, it is better not to mix them with free-living organisms in a study.",1,1
#2.,0,0
Consistent with the long literature history of such measurements (ex.,1,1
Response:,0,0
"Thus, connection of CCSI with CMIO is essential process to escape from such a non-living state.",1,1
My main question when reading this section concerned how owners would know that certain separation-related behaviors occurred when they were away?,2,1
